Detailed Results ,,,,,,,,,,,
Constituency No.,Constituency Name,Candidate Name,Candidate Sex,Candidate Age,Candidate Category, Party Name, VALID VOTES POLLED in General, VALID VOTES POLLED in Postal, Total Valid Votes,Total Electors,Total Votes
275,Pandabeswar,PURNENDU CHAUDHURI,M,42,GEN,IND,1435,0,1435,190960,152325
275,Pandabeswar,MOYNA RUIDAS,F,28,SC,BMUP,1323,0,1323,190960,152325
276,Durgapur Purba,SANTOSH DEBRAY,M,73,GEN,CPM,83927,273,84200,234001,190419
276,Durgapur Purba,PRADIP MAZUMDAR,M,69,GEN,AITC,74906,163,75069,234001,190419
276,Durgapur Purba,AKHIL MONDAL,M,55,GEN,BJP,23254,48,23302,234001,190419
276,Durgapur Purba,None of the Above,NOTA,3673,7,3680,234001,190419
276,Durgapur Purba,ASIT BARAN MONDAL,M,61,SC,SUCI,1675,1,1676,234001,190419
276,Durgapur Purba,SUKAMAL SAHA,M,32,GEN,IND,1352,2,1354,234001,190419
276,Durgapur Purba,ANIRUDDHA CHATTERJEE,M,38,GEN,IND,1138,0,1138,234001,190419
277,Durgapur paschim,BISHWANATH PARIAL,M,50,GEN,INC,108173,360,108533,245268,199375
277,Durgapur paschim,APURBA MUKHERJEE,M,61,GEN,AITC,63583,126,63709,245268,199375
277,Durgapur paschim,KALYAN DUBEY,M,45,GEN,BJP,18284,29,18313,245268,199375
277,Durgapur paschim,None of the Above,NOTA,3875,4,3879,245268,199375
277,Durgapur paschim,SHYAMALI BANERJEE (ROY CHOWDHURY),F,68,GEN,SUCI,1917,0,1917,245268,199375
277,Durgapur paschim,SANDIP SARKAR,M,50,SC,BSP,1505,1,1506,245268,199375
277,Durgapur paschim,KANAI DUTTA,M,45,GEN,IND,839,0,839,245268,199375
277,Durgapur paschim,ATUL CHANDRA BAURI,M,62,SC,BMUP,679,0,679,245268,199375
278,Raniganj,RUNU DUTTA,M,62,GEN,CPM,74727,268,74995,229329,177207
278,Raniganj,BANO NARGIS,F,47,GEN,AITC,62482,128,62610,229329,177207
278,Raniganj,MANISH SHARMA,M,45,GEN,BJP,32191,23,32214,229329,177207
278,Raniganj,None of the Above,NOTA,2706,2,2708,229329,177207
278,Raniganj,AJIT KUMAR BADYAKAR,M,69,SC,BSP,2599,0,2599,229329,177207
278,Raniganj,MAMONI ORANG,F,31,ST,BMUP,2081,0,2081,229329,177207
279,Jamuria,JAHANARA KHAN,F,50,GEN,CPM,67091,123,67214,199103,155293
279,Jamuria,V. SIVADASAN (DASU),M,55,GEN,AITC,59382,75,59457,199103,155293
279,Jamuria,SANTOSH SINGH,M,46,GEN,BJP,22032,8,22040,199103,155293
279,Jamuria,None of the Above,NOTA,3013,5,3018,199103,155293
279,Jamuria,KRIPAMAY DAS,M,31,GEN,IND,2051,0,2051,199103,155293
279,Jamuria,PRADIP RUIDAS,M,36,SC,BMUP,1513,0,1513,199103,155293
280,Asansol Dakshin,TAPAS BANERJEE,M,60,GEN,AITC,71387,128,71515,247366,185554
280,Asansol Dakshin,HEMANT PRABHAKAR,M,36,GEN,CPM,57040,192,57232,247366,185554
280,Asansol Dakshin,COL. DIPTANSU CHAUDHURY,M,46,GEN,BJP,49166,33,49199,247366,185554
280,Asansol Dakshin,None of the Above,NOTA,3906,5,3911,247366,185554
280,Asansol Dakshin,CHHOTON RUIDAS,M,29,SC,BMUP,2096,0,2096,247366,185554
280,Asansol Dakshin,SUKANTA HEMBRAM,M,30,ST,JDP,1601,0,1601,247366,185554
281,Asansol Uttar,MOLOY GHATAK,M,60,GEN,AITC,84561,154,84715,249511,183666
281,Asansol Uttar,NIRMAL KARMAKAR,M,58,GEN,BJP,60749,69,60818,249511,183666
281,Asansol Uttar,INDRANI MISHRA,F,34,GEN,INC,31690,202,31892,249511,183666
281,Asansol Uttar,None of the Above,NOTA,2792,3,2795,249511,183666
281,Asansol Uttar,DIPALI RUIDAS,F,39,SC,BMUP,2178,0,2178,249511,183666
281,Asansol Uttar,SHYAMA CHARAN DUTTA,M,68,GEN,ABHM,1268,0,1268,249511,183666
282,Kulti,UJJAL CHATTERJEE,M,57,GEN,AITC,68849,103,68952,230360,168963
282,Kulti,AJAY KUMAR PODDAR,M,58,GEN,BJP,49431,33,49464,230360,168963
282,Kulti,ABHIJIT ACHARYYA(BAPPA),M,36,GEN,INC,42804,91,42895,230360,168963
282,Kulti,None of the Above,NOTA,2845,3,2848,230360,168963
282,Kulti,MD. SHAKIL ANSARI,M,36,GEN,JMM,1896,0,1896,230360,168963
282,Kulti,KALLOL RAY,M,51,GEN,SUCI,1628,1,1629,230360,168963
282,Kulti,SAJAL DAS,M,43,SC,IND,1279,0,1279,230360,168963
283,Barbani,BIDHAN UPADHYAY,M,46,GEN,AITC,77302,162,77464,206828,164376
283,Barbani,SHIPRA MUKHERJEE,F,43,GEN,CPM,53280,135,53415,206828,164376
283,Barbani,AMAL ROY,M,60,GEN,BJP,25205,19,25224,206828,164376
283,Barbani,KRISHNAPADA NATH GOSWAMI,M,53,GEN,SHS,3480,0,3480,206828,164376
283,Barbani,None of the Above,NOTA,2758,3,2761,206828,164376
283,Barbani,PRANABESH DUTTA,M,63,GEN,SUCI,2029,3,2032,206828,164376
284,Dubrajpur,CHANDRA NARESH  BAURI,M,49,SC,AITC,94012,297,94309,216370,182358
284,Dubrajpur,BIJOY BAGDI,M,59,SC,AIFB,54196,219,54415,216370,182358
284,Dubrajpur,RAMPRASAD DAS,M,50,SC,BJP,25193,65,25258,216370,182358
284,Dubrajpur,None of the Above,NOTA,3653,5,3658,216370,182358
284,Dubrajpur,KHAGEN DAS,M,26,SC,BMUP,2905,1,2906,216370,182358
284,Dubrajpur,BISWANATH BAURI,M,44,SC,IND,1811,1,1812,216370,182358
285,Suri,ASOK KUMAR CHATTOPADHYAY,M,58,GEN,AITC,93352,684,94036,235902,197240
285,Suri,DR. RAM CHANDRA DOME,M,58,SC,CPM,61458,770,62228,235902,197240
285,Suri,JOY BANERJEE,M,53,GEN,BJP,31936,176,32112,235902,197240
285,Suri,None of the Above,NOTA,4177,11,4188,235902,197240
285,Suri,SUNIL SOREN,M,38,ST,IND,2741,7,2748,235902,197240
285,Suri,SWADHIN DULUI,M,63,SC,SUCI,1927,1,1928,235902,197240
286,Bolpur,CHANDRANATH SINHA,M,53,GEN,AITC,112700,558,113258,244288,206661
286,Bolpur,TAPAN HORE,M,69,GEN,RSP,62905,326,63231,244288,206661
286,Bolpur,DILIP GHOSH,M,54,GEN,BJP,19517,36,19553,244288,206661
286,Bolpur,None of the Above,NOTA,4701,11,4712,244288,206661
286,Bolpur,MANGAL MARDI,M,43,ST,IND,1750,2,1752,244288,206661
286,Bolpur,DAS SURESH,M,46,SC,BSP,1573,0,1573,244288,206661
286,Bolpur,SEKH MATIUR RAHAMAN,M,50,GEN,MPOI,947,1,948,244288,206661
286,Bolpur,SAMARJIT BARMAN,M,32,SC,SUCI,831,1,832,244288,206661
286,Bolpur,MD SADDAKKAS,M,59,GEN,JD(S),802,0,802,244288,206661
287,Nanoor,SHYAMALI PRADHAN,F,44,SC,CPM,104089,285,104374,251973,208464
287,Nanoor,GADADHAR HAZRA,M,44,SC,AITC,78449,195,78644,251973,208464
287,Nanoor,TARAKESWAR SAHA,M,28,SC,BJP,18466,36,18502,251973,208464
287,Nanoor,None of the Above,NOTA,4339,3,4342,251973,208464
287,Nanoor,SEBASHISH BAGDI,M,28,SC,IND,2601,1,2602,251973,208464
288,Labpur,ISLAM MONIRUL,M,56,GEN,AITC,100761,377,101138,218387,193012
288,Labpur,SYED MAHFUZUL KARIM (MAHFUZ),M,51,GEN,CPM,70549,276,70825,218387,193012
288,Labpur,NIRMAL CHANDRA MANDAL,M,67,GEN,BJP,17479,34,17513,218387,193012
288,Labpur,None of the Above,NOTA,3527,9,3536,218387,193012
289,Sainthia,NILABATI SAHA,F,45,SC,AITC,102837,539,103376,228000,198163
289,Sainthia,DHIREN BAGDI,M,58,SC,CPM,64450,315,64765,228000,198163
289,Sainthia,PIYA SAHA,F,30,SC,BJP,23965,64,24029,228000,198163
289,Sainthia,None of the Above,NOTA,2590,9,2599,228000,198163
289,Sainthia,PABAN KUMAR BAGDI,M,36,SC,IND,1860,0,1860,228000,198163
289,Sainthia,NABA KUMAR DAS,M,56,SC,SUCI,1533,1,1534,228000,198163
290,Mayureswar,ABHIJIT ROY,M,46,GEN,AITC,88826,384,89210,212399,183792
290,Mayureswar,ARUP BAG,M,55,SC,CPM,50031,409,50440,212399,183792
290,Mayureswar,LOCKET CHATTERJEE,F,41,GEN,BJP,35168,161,35329,212399,183792
290,Mayureswar,None of the Above,NOTA,3150,5,3155,212399,183792
290,Mayureswar,SUDIP MANDAL(BAPI),M,34,SC,SP,1502,0,1502,212399,183792
290,Mayureswar,SANDIP ROY,M,42,GEN,IND,1275,0,1275,212399,183792
290,Mayureswar,SUSHEN DAS,M,48,SC,BSP,962,0,962,212399,183792
290,Mayureswar,ABUL KALAM AZAD,M,45,GEN,WPOI,863,1,864,212399,183792
290,Mayureswar,MANICK MONDAL,M,43,GEN,MPOI,571,0,571,212399,183792
290,Mayureswar,UTTAM KUNDU,M,48,GEN,SUCI,484,0,484,212399,183792
291,Rampurhat,ASISH BANERJEE,M,60,GEN,AITC,84979,456,85435,228606,195597
291,Rampurhat,SYED SIRAJ JIMMI,M,56,GEN,INC,63809,427,64236,228606,195597
291,Rampurhat,DUDH KUMAR MONDAL,M,60,GEN,BJP,25379,101,25480,228606,195597
291,Rampurhat,RABINDRANATH SOREN (RABIN),M,35,ST,IND,7697,8,7705,228606,195597
291,Rampurhat,None of the Above,NOTA,4039,13,4052,228606,195597
291,Rampurhat,MD HANNAN,M,58,GEN,AIFB,3606,7,3613,228606,195597
291,Rampurhat,TARAK LET,M,33,SC,BSP,1650,0,1650,228606,195597
291,Rampurhat,ASHIS KUMAR PAL,M,58,GEN,MPOI,1528,2,1530,228606,195597
291,Rampurhat,M A ZAMAN,M,47,GEN,SP,1012,0,1012,228606,195597
291,Rampurhat,MD MURSALIM,M,54,GEN,SUCI,884,0,884,228606,195597
292,Hansan,MILTAN RASID,M,41,GEN,INC,92305,314,92619,219714,185473
292,Hansan,ASIT KUMAR MAL,M,60,SC,AITC,76297,168,76465,219714,185473
292,Hansan,RUPARANI MONDAL,F,39,GEN,BJP,7639,23,7662,219714,185473
292,Hansan,None of the Above,NOTA,2395,5,2400,219714,185473
292,Hansan,PRABIR MUKHOPADHYAY,M,53,GEN,BSP,1584,0,1584,219714,185473
292,Hansan,BIKASH LET,M,37,SC,WPOI,1119,0,1119,219714,185473
292,Hansan,ALI TANSER,M,52,GEN,SP,1046,1,1047,219714,185473
292,Hansan,MANIK MAL,M,38,SC,CPI(ML)(L),1041,0,1041,219714,185473
292,Hansan,AMAL MONDAL,M,39,SC,SUCI,782,3,785,219714,185473
292,Hansan,KAMAL HASAN,M,36,GEN,RCPI(R),751,0,751,219714,185473
293,Nalhati,MOINUDDIN SHAMS,M,52,GEN,AITC,83216,196,83412,216694,184022
293,Nalhati,DIPAK CHATTERJEE,M,51,GEN,AIFB,72763,321,73084,216694,184022
293,Nalhati,ANIL SINGHA,M,50,GEN,BJP,19013,33,19046,216694,184022
293,Nalhati,DINABANDHU MONDAL,M,62,SC,BSP,4053,0,4053,216694,184022
293,Nalhati,ABDUS SALAM,M,60,GEN,SUCI,1884,1,1885,216694,184022
293,Nalhati,None of the Above,NOTA,1559,4,1563,216694,184022
293,Nalhati,SUKANTA GHOSH,M,44,GEN,IND,979,0,979,216694,184022
294,Murarai,ABDUR RAHAMAN (LITON),M,58,GEN,AITC,94490,171,94661,234055,199235
294,Murarai,ALI MORTUZA KHAN,M,48,GEN,INC,94142,239,94381,234055,199235
294,Murarai,HAYATUNNINSH BIBI,F,26,GEN,BJP,5341,4,5345,234055,199235
294,Murarai,None of the Above,NOTA,1687,2,1689,234055,199235
294,Murarai,BELAL SEKH,M,28,GEN,BSP,1376,0,1376,234055,199235
294,Murarai,MANGAL HEMRAM,M,65,ST,SUCI,910,7,917,234055,199235
294,Murarai,SAMSHUL MIYA,M,48,GEN,RLD,866,0,866,234055,199235
